record.csv
借款id,投标人,年利率,有效金额,投标日期,投标时刻,期限
120526,flyboy,19.8,200,2009-3-30,12:38:00,6
120526,lhq777,20.5,400,2009-3-30,12:40:42,6
120615,garmont,25,500,2009-3-24,11:24:25,4
120615,lorrenceluo,25,500,2009-3-24,9:44:51,4
120615,garmont,25,500,2009-3-25,21:59:02,4
120615,garmont,25,500,2009-3-25,21:59:29,4
120615,garmont,25,500,2009-3-25,21:59:51,4
120615,tjj,25,500,2009-3-26,10:10:38,4
120615,sure96hotmail,25,500,2009-3-26,10:44:56,4
120644,drizzle,7,50,2009-3-24,15:35:21,12
120644,sure96hotmail,22,50,2009-3-24,19:32:58,12
120644,sanyuan2008,1,400,2009-3-26,19:35:03,12
120644,sanyuan2008,1,400,2009-3-26,19:36:50,12
120644,sanyuan2008,1,200,2009-3-26,19:38:21,12
120644,guchenjie,20,50,2009-3-26,19:50:11,12
120644,chenagain,12,300,2009-3-26,20:19:39,12
120644,wgp888619,21,94,2009-3-26,20:47:31,12
120683,sanyuan2008,1,600,2009-3-27,7:44:03,3
120683,youdianwu,3,100,2009-3-27,8:54:53,3
120683,sk116,14,216,2009-3-27,17:42:56,3
120683,litianbao,6,50,2009-3-27,18:37:00,3
120683,chensaijin,18,297,2009-3-27,19:47:48,3
120683,sanyuan2008,1,275,2009-3-27,20:16:38,3
120683,YuanQi,8,50,2009-3-27,22:15:30,3
120683,wei840129,9.9,500,2009-3-28,2:58:55,3
120683,wei840129,9.9,500,2009-3-28,3:10:00,3
120683,lorrenceluo,1.5,50,2009-3-28,9:16:11,3
120683,lhq777,19,362,2009-3-28,11:35:24,3
120698,sanyuan2008,1,400,2009-3-24,13:09:02,10
120698,sanyuan2008,1,400,2009-3-24,13:09:24,10
120733,senre,10,300,2009-3-23,6:45:58,6
120733,youdianwu,3,50,2009-3-24,13:34:07,6
120733,Alipay367479,9,600,2009-3-24,19:52:59,6
120733,Alipay367479,8,306,2009-3-24,19:54:32,6
120733,jon678,8,60,2009-3-24,21:09:41,6
120733,tonglin,13.8,50,2009-3-24,23:16:56,6
120733,YuanQi,8,100,2009-3-24,23:55:02,6
120733,lorrenceluo,10,50,2009-3-25,9:15:15,6
120733,litianbao,3.5,50,2009-3-25,9:45:43,6
120733,wywoc,8,150,2009-3-25,13:00:12,6
120733,falcon,10,50,2009-3-25,20:22:56,6
120733,guchenjie,10,50,2009-3-25,21:57:05,6
120733,tonglin,13.5,100,2009-3-25,22:10:56,6
120733,wei840129,9.9,800,2009-3-26,0:53:42,6
120733,zhzhmm,4.4,60,2009-3-26,1:18:56,6
120733,Alipay755262,14,66,2009-3-26,8:02:49,6
120733,Alipay755262,13.5,57,2009-3-26,8:03:47,6
120733,fxjjtz,12.4,50,2009-3-26,8:05:22,6
120733,rainboy,7,50,2009-3-26,8:49:53,6
120801,sanyuan2008,1,200,2009-3-24,13:11:25,3
120801,kan365,8,300,2009-3-24,14:44:43,3
120801,litianbao,3.5,50,2009-3-25,9:47:21,3
120801,youdianwu,3,50,2009-3-25,13:36:47,3
120801,YuanQi,8,100,2009-3-29,0:20:32,3
120828,sk116,25,800,2009-3-23,17:39:03,12
120828,senre,25,500,2009-3-23,19:54:29,12
120828,tttnnnfff,25,666,2009-3-24,8:18:03,12
120828,garmont,25,500,2009-3-24,11:42:35,12
120828,youdianwu,25,500,2009-3-24,14:23:21,12
120828,youdianwu,25,500,2009-3-24,15:44:00,12
120828,sanyuan2008,25,500,2009-3-24,16:05:28,12
120828,csjgs,25,501,2009-3-24,19:22:11,12
120828,gk90965,25,501,2009-3-24,19:30:09,12
120828,lcg314,25,600,2009-3-25,8:54:09,12
120828,wbshh,25,600,2009-3-25,9:24:34,12
120828,tttnnnfff,25,727,2009-3-25,10:06:19,12
120828,csjgs,25,727,2009-3-25,21:28:48,12
120856,kan365,16,500,2009-3-24,14:29:10,1
120856,huayueru,16,500,2009-3-24,15:23:50,1
120856,loveyufei22,16,500,2009-3-26,0:12:27,1
120856,loveyufei22,16,832,2009-3-26,0:20:04,1
120856,loveyufei22,16,832,2009-3-26,11:59:18,1
120879,billowhan,15,243,2009-3-25,8:32:39,1
120879,yw1980df,20,222,2009-3-25,13:00:22,1
120879,litianbao,5,50,2009-3-25,22:50:09,1
120879,yangjieecho,15,80,2009-3-26,12:54:05,1
120879,chenxin0591,15,100,2009-3-26,16:12:26,1
120879,kan365,8,245,2009-3-26,20:32:44,1
120879,zxfxsbh,18,100,2009-3-26,21:03:59,1
120879,sanyuan2008,1,50,2009-3-27,20:24:46,1
120879,lovingprince,18,200,2009-3-29,13:15:35,1
120879,wywoc,8,120,2009-3-30,12:08:49,1
120879,kuku9991,10,200,2009-3-30,15:54:06,1
120879,wenweiping8,19.5,50,2009-3-30,18:22:02,1
120879,rainboy,4,50,2009-3-30,21:11:55,1
120879,pandon2002,19,990,2009-3-30,21:26:34,1
120879,qingfeng619,19.5,50,2009-3-30,21:28:57,1
120879,lovefine26,15.5,50,2009-3-30,22:06:24,1
120879,ly20050,19,200,2009-3-30,23:50:04,1
120891,lovefine26,21,50,2009-3-24,11:44:23,2
120891,sanyuan2008,1,158,2009-3-26,12:44:17,2
120891,tonglin,20,100,2009-3-26,15:40:48,2
120891,sunsjk,20,50,2009-3-26,19:48:38,2
120891,chenagain,12,350,2009-3-26,20:17:33,2
120891,wduy6698,20,71,2009-3-26,20:28:24,2
120891,senre,18,300,2009-3-26,20:46:41,2
120891,xlkft,22,86,2009-3-26,21:32:35,2
120891,zhangjun6906,13,600,2009-3-26,22:02:06,2
120891,kekou0202,20,90,2009-3-26,22:02:40,2
120891,tonyhjj,15,100,2009-3-26,23:36:48,2
120891,litianbao,0,50,2009-3-26,23:47:44,2
120891,lorrenceluo,21.5,500,2009-3-27,10:14:46,2
120891,wenweiping8,21.5,51,2009-3-27,10:38:54,2
120950,jackgu,7.2,200,2009-3-25,9:50:44,6
120950,senre,7.2,200,2009-3-25,10:11:00,6
120950,sk116,7.2,200,2009-3-25,10:55:31,6
120950,youdianwu,3,50,2009-3-25,13:39:53,6
120950,jon678,5,50,2009-3-25,19:55:48,6
120950,litianbao,0.7,50,2009-3-25,21:15:37,6
120950,liyu2000,7.1,200,2009-3-25,21:28:47,6
120950,tonglin,6.7,100,2009-3-25,22:19:00,6
120950,xlkft,6.7,50,2009-3-26,13:13:27,6
120950,chenagain,1,50,2009-3-26,14:22:26,6
120950,zhzhmm,0.7,300,2009-3-26,14:58:03,6
120950,flyboy,6.7,50,2009-3-26,16:21:58,6
120950,drizzle,0,143,2009-3-27,10:09:55,6
121041,sanyuan2008,1,50,2009-3-26,20:59:16,2
121041,senre,15,300,2009-3-26,22:22:44,2
121041,youdianwu,3,100,2009-3-27,8:56:18,2
121041,YuanQi,8,50,2009-3-29,0:41:57,2
121041,youdianwu,3,100,2009-3-29,17:47:18,2
121041,jacobfan,19,50,2009-3-29,18:18:57,2
121041,jionyu,10,289,2009-3-30,10:33:56,2
121041,chenagain,15,300,2009-3-30,11:47:37,2
121041,litianbao,5,50,2009-3-30,12:24:13,2
121041,ttlonger,18.7,200,2009-3-30,19:04:18,2
121041,sanyuan2008,1,400,2009-3-30,20:19:04,2
121041,jacobfan,18,100,2009-3-30,22:21:35,2
121041,fxjjtz,19,50,2009-3-31,18:12:35,2
121041,jacobfan,18,100,2009-3-31,18:40:49,2
121041,Alipay848718,16.5,879,2009-3-31,18:42:14,2
121041,guchenjie,15,100,2009-3-31,18:59:55,2
121041,wywoc,8,150,2009-3-31,19:13:32,2
121041,chenagain,15,150,2009-3-31,19:38:42,2
121041,wduy6698,10.5,900,2009-3-31,19:46:54,2
121041,jacobfan,18,100,2009-3-31,19:50:51,2
121041,ahqi2,15,200,2009-3-31,19:52:08,2
121041,ddx991984,18,200,2009-3-31,20:12:13,2
121041,sanyuan2008,15,116,2009-3-31,21:08:09,2
121041,jacobfan,19,50,2009-3-31,21:28:06,2
121041,sure96hotmail,19,50,2009-3-31,21:35:28,2
121041,sodao,18,202,2009-3-31,21:35:45,2
121041,2004lwc,19,87,2009-3-31,21:36:56,2
121041,xlkft,19,800,2009-3-31,21:38:41,2
121083,senre,18,200,2009-3-26,22:22:36,6
121083,litianbao,5,50,2009-3-27,18:34:38,6
121083,sanyuan2008,1,400,2009-3-27,20:20:46,6
121083,v_blue,23.5,100,2009-3-27,23:24:18,6
121083,dw2139,20,600,2009-3-28,9:44:52,6
121083,scottlang21,23.5,196,2009-3-28,14:02:40,6
121083,chenagain,15,200,2009-3-28,16:44:16,6
121083,vicoocus,22,922,2009-3-28,23:42:05,6
121083,YuanQi,8,300,2009-3-29,0:18:36,6
121083,billowhan,15,300,2009-3-29,9:26:22,6
121083,guchenjie,15,50,2009-3-29,9:55:24,6
121083,lvxinhui,20,200,2009-3-29,12:36:35,6
121083,wduy6698,20,90,2009-3-29,12:38:42,6
121083,Gibbs,22.5,98,2009-3-29,12:43:40,6
121083,Gibbs,22,98,2009-3-29,12:43:56,6
121083,Gibbs,22,98,2009-3-29,12:44:11,6
121083,Gibbs,22,98,2009-3-29,12:44:25,6
121144,jackgu,21,201,2009-12-26,21:35:00,4
121144,jackgu,21,201,2009-12-26,21:35:00,4
121144,gary,21,300,2009-12-26,21:35:01,4
121144,gary,21,301,2009-12-26,21:35:01,4
121144,yusccc,21,201,2009-12-26,21:35:01,4
121144,tomjoss,21,201,2009-12-26,21:35:01,4
121144,tomjoss,21,201,2009-12-26,21:35:01,4
121144,giantcrab,21,201,2009-12-26,21:35:02,4
121144,huihuih,21,201,2009-12-26,21:35:02,4
121144,jacobfan,21,201,2009-12-26,21:35:03,4
121144,dw2139,21,201,2009-12-26,21:35:03,4
121144,xhs,21,300,2009-12-26,22:05:37,4
121144,billcai1963,21,50,2009-12-26,23:01:47,4
121144,billcai1963,21,50,2009-12-26,23:02:39,4
121144,yankun,21,50,2009-12-26,23:05:05,4
121144,45035908,21,50,2009-12-27,3:34:29,4
121144,fupanda,21,200,2009-12-27,9:08:15,4
121144,chengdy,21,254,2009-12-27,9:54:25,4
121144,cherub2004xi,21,100,2009-12-27,10:38:52,4
121144,fytv,21,200,2009-12-27,10:52:46,4
121144,xhs,21,100,2009-12-27,11:04:17,4
121144,guchenjie,21,50,2009-12-27,14:42:44,4
121144,meytuan,21,201,2009-12-27,16:40:32,4
121144,wanchengco,21,50,2009-12-27,20:22:50,4
121144,lcxrake121,21,201,2009-12-27,21:35:02,4
121144,qf_5050,21,87,2009-12-27,23:05:25,4
121144,dja,21,201,2009-12-27,23:35:00,4
121144,guihai_czb,21,50,2009-12-28,0:03:31,4
121144,xhs,21,200,2009-12-28,0:10:55,4
121144,youdianwu,21,510,2009-12-28,8:44:21,4
121144,flyboy,21,77,2009-12-28,9:31:59,4
121144,zhzhmm,21,100,2009-12-28,9:48:16,4
121144,leoco,21,88,2009-12-28,10:41:22,4
121144,cj1180,21,948,2009-12-28,11:40:02,4
121144,yesno,21,100,2009-12-28,11:42:51,4
121144,jwp1179,21,897,2009-12-28,11:43:26,4
121144,a2082468,21,100,2009-12-28,13:00:43,4
121144,dianzi,21,50,2009-12-28,13:03:37,4
121144,smyao,21,516,2009-12-28,13:44:41,4
121144,fjsabcd,21,50,2009-12-28,14:04:00,4
121144,luckyarrowhui,21,400,2009-12-28,14:43:56,4
121144,ivwspl,21,600,2009-12-28,15:00:33,4
121144,junjidz,21,50,2009-12-28,15:52:06,4
121144,mymhelen,21,100,2009-12-28,15:52:13,4
121144,zuoqi.hk,21,91,2009-12-28,15:55:45,4
121144,lqg6636,21,50,2009-12-28,16:03:52,4
121144,billcai1963,21,50,2009-12-28,16:18:11,4
121144,xmcgj,21,716,2009-12-28,16:39:10,4
121144,chanceboy2,21,50,2009-12-28,16:41:54,4
121144,sure96hotmail,21,50,2009-12-28,16:42:40,4
121144,guchenjie,21,50,2009-12-28,16:48:09,4
121144,zz753,21,754,2009-12-28,16:57:42,4
121145,YuanQi,8,490,2009-3-27,0:04:48,6
121145,fjlzh521,15,50,2009-3-27,8:55:06,6
121145,litianbao,4,50,2009-3-27,15:26:42,6
121145,senre,10,100,2009-3-27,16:02:19,6
121145,zhzhmm,4,100,2009-3-27,22:40:20,6
121145,youdianwu,3,100,2009-3-30,12:26:54,6
121145,sanyuan2008,1,200,2009-3-30,20:13:22,6
121145,guchenjie,15,50,2009-3-30,20:58:35,6
121145,lorrenceluo,11,200,2009-3-30,23:13:11,6
121145,lorrenceluo,10,200,2009-3-30,23:13:44,6
121145,senre,10,200,2009-3-31,9:16:41,6
121145,lorrenceluo,10,200,2009-3-31,10:06:24,6
121145,forcey,15,115,2009-3-31,18:45:07,6
121145,guchenjie,15,100,2009-3-31,19:22:39,6
121145,chenagain,15,288,2009-3-31,19:39:24,6
121145,sanyuan2008,1,200,2009-3-31,20:54:14,6
121145,lorrenceluo,11.5,200,2009-4-1,10:45:04,6
121145,billowhan,15,400,2009-4-1,10:52:24,6
121145,youdianwu,3,400,2009-4-1,14:07:29,6
121145,wywoc,8.8,300,2009-4-1,15:17:25,6
121145,lorrenceluo,11,200,2009-4-1,16:24:18,6
121145,tang0218,15,200,2009-4-1,17:02:43,6
121145,guchenjie,15,200,2009-4-1,20:34:28,6
121145,Alipay367479,10,600,2009-4-1,23:43:15,6
121145,ljw0591,16.5,400,2009-4-2,9:49:20,6
121145,lorrenceluo,11.5,200,2009-4-2,12:01:15,6
121145,tonglin,15,200,2009-4-2,19:25:39,6
121145,lianglllll,16.5,300,2009-4-2,21:41:32,6
121145,fundkl,17,135,2009-4-2,21:43:42,6
121178,huihuih,20,500,2009-3-31,11:11:50,18
121178,guchenjie,20,500,2009-3-31,18:45:26,18
121178,jackgu,20,500,2009-3-31,10:32:40,18
121191,zhangting,20,522,2009-3-27,14:56:11,12
121191,sk116,20,522,2009-3-27,16:15:17,12
121191,sk116,20,522,2009-3-27,16:21:05,12
121312,YuanQi,10,300,2009-3-29,15:45:00,3
121312,sanyuan2008,1,200,2009-3-30,20:14:45,3
121312,kan365,8,300,2009-4-1,12:16:07,3
121312,litianbao,5,50,2009-4-2,11:57:45,3
121312,tang0218,12,528,2009-4-4,15:25:53,3
121312,wywoc,8.8,201,2009-4-4,18:41:26,3
121312,bigtaurus,11,200,2009-4-5,6:39:20,3
121394,chinaweihe339,0,80,2009-3-31,20:40:20,3
121394,sanyuan2008,1,400,2009-3-31,20:49:29,3
121394,YuanQi,8,490,2009-4-1,0:17:01,3
121394,tttnnnfff,10,100,2009-4-1,8:16:49,3
121394,vivian19860713,15,50,2009-4-1,10:34:37,3
121394,billowhan,15,557,2009-4-1,10:51:30,3
121394,senre,10,300,2009-4-1,13:54:45,3
121394,wywoc,8.8,150,2009-4-1,15:22:02,3
121394,litianbao,2,50,2009-4-2,11:59:03,3
121394,tang0218,15,149,2009-4-2,16:42:28,3
121394,lovefine26,14,50,2009-4-2,23:05:16,3
121394,pandon2002,11,127,2009-4-2,23:10:52,3
121394,Gibbs,14.5,200,2009-4-3,8:09:12,3
121394,chie,11.5,100,2009-4-3,9:56:58,3
121394,lovingprince,12,197,2009-4-3,15:06:44,3
121403,xlkft,25,500,2009-4-2,23:37:53,3
121403,Alipay0657282,25,500,2009-4-3,12:50:48,3
121403,multitrust,25,500,2009-4-3,18:26:23,3
121403,xlkft,25,500,2009-4-3,19:16:14,3
121405,senre,25,500,2009-3-31,20:13:18,6
121405,sure96hotmail,25,500,2009-3-31,10:50:05,6
121449,zcqidian,15,50,2009-5-29,8:49:46,6
121449,yangkai7654,10,50,2009-5-29,10:03:55,6
121449,YuanQi,12,490,2009-5-29,12:40:54,6
121449,mycycler,15,50,2009-5-29,22:13:51,6
121449,bigtaurus,0,50,2009-5-30,7:04:51,6
121449,garmont,3,50,2009-5-30,22:56:21,6
121449,sure96hotmail,0,50,2009-5-30,23:40:50,6
121449,senre,8,200,2009-5-31,14:56:51,6
121449,coolyi,10,100,2009-5-31,16:31:33,6
121449,liyu2000,15,50,2009-6-1,20:31:22,6
121449,randomyoyo,15,139,2009-6-2,8:57:45,6
121449,chenagain,12,50,2009-6-2,12:01:22,6
121449,wywoc,0,289,2009-6-2,13:09:22,6
121449,mukejian,15,300,2009-6-3,11:43:02,6
121449,Alipay000844211,15,198,2009-6-3,20:50:23,6
121449,chenagain,11,50,2009-6-4,13:42:02,6
121449,thinfox,15,130,2009-6-4,23:34:12,6
121449,tonglin,12,100,2009-6-5,13:47:04,6
121449,chenyuhui2000,7.5,495,2009-6-7,11:38:26,6
121449,youdianwu,3,50,2009-6-8,7:51:31,6
121449,lorrenceluo,10.5,50,2009-6-9,16:07:54,6
121449,christy3291,12,295,2009-6-9,17:41:52,6
121449,screaper,12,206,2009-6-9,20:21:55,6
121449,zjrong025,12,312,2009-6-10,0:42:27,6
121449,JN09,10.5,240,2009-6-10,2:44:20,6
121449,JN09,10.5,240,2009-6-10,2:45:40,6
121449,JN09,10.5,60,2009-6-10,2:46:49,6
121449,sarowhu1990,3,200,2009-6-10,10:30:08,6
121449,senre,8,200,2009-6-10,10:40:32,6
121449,guppys,13.5,200,2009-6-10,12:31:43,6
121449,shenzehua73,10.5,50,2009-6-10,18:33:44,6
121449,cced,14.5,51,2009-6-10,20:23:30,6
121449,lianglllll,13,138,2009-6-10,20:47:50,6
121449,2011ppdai,14,138,2009-6-10,20:57:43,6
121451,YuanQi,8,300,2009-4-1,0:19:20,6
121451,lorrenceluo,11,200,2009-4-1,11:43:23,6
121451,sanyuan2008,1,200,2009-4-1,13:10:28,6
121451,wywoc,8.8,150,2009-4-1,15:20:40,6
121451,sanyuan2008,1,300,2009-4-1,18:23:34,6
121451,chenagain,15,300,2009-4-1,20:41:20,6
121451,guchenjie,15,50,2009-4-1,20:45:27,6
121451,ttlonger,17.6,100,2009-4-2,21:26:48,6
121451,Alipay000306259,18,300,2009-4-3,0:04:42,6
121451,senre,15,200,2009-4-3,7:10:35,6
121451,linyiq,17.9,100,2009-4-3,7:32:48,6
121451,navy1981,18,90,2009-4-3,8:51:23,6
121451,2004lwc,18.5,155,2009-4-3,9:38:42,6
121451,bigtaurus,19.5,200,2009-4-3,10:09:06,6
121451,qingfeng619,19.5,96,2009-4-3,13:08:57,6
121451,pfzl518,18.5,50,2009-4-3,13:19:33,6
121451,dja,16,210,2009-4-3,13:19:54,6
121451,flyboy,18.8,200,2009-4-3,14:06:46,6
121504,guchenjie,15,100,2009-4-2,21:32:20,6
121504,lorrenceluo,11,200,2009-4-2,23:02:35,6
121504,Alipay000306259,15,600,2009-4-3,0:09:13,6
121504,chenagain,15,300,2009-4-3,0:23:29,6
121504,tttnnnfff,15,348,2009-4-3,8:16:56,6
121504,lorrenceluo,11.5,200,2009-4-3,9:30:16,6
121504,lorrenceluo,11.5,200,2009-4-3,9:49:43,6
121504,wywoc,8.8,176,2009-4-3,15:53:30,6
121504,lovingprince,18,145,2009-4-3,15:53:42,6
121504,zhangjun6906,19.9,237,2009-4-3,17:14:16,6
121504,ahqi2,14.5,200,2009-4-3,18:32:28,6
121504,shikousheng,19.5,899,2009-4-3,21:37:15,6
121504,litianbao,1.5,50,2009-4-3,22:59:03,6
121504,lorrenceluo,11.5,500,2009-4-3,23:06:19,6
121504,zhangjun6906,15,650,2009-4-3,23:27:22,6
121504,lhq777,19.5,400,2009-4-3,23:58:59,6
121504,lizhirong,14.9,450,2009-4-4,4:09:55,6
121504,bigtaurus,19.5,200,2009-4-4,6:08:44,6
121504,chengdy,18,600,2009-4-4,9:05:13,6
121504,kentyy,19.5,100,2009-4-4,9:14:11,6
121504,wgp888619,19.5,204,2009-4-4,9:31:18,6
121504,wenweiping8,19.5,50,2009-4-4,9:35:55,6
121504,zjrong025,18,513,2009-4-4,10:12:08,6
121504,zjrong025,18,477,2009-4-4,10:17:05,6
121504,guchenjie,15,200,2009-4-4,13:42:00,6
121564,shikousheng,20,500,2009-4-2,17:13:27,18
121564,jackgu,20,500,2009-4-2,10:58:56,18
121564,chenagain,20,590,2009-4-3,13:31:57,18
121564,lorrenceluo,20,560,2009-4-3,14:01:01,18
121584,spiderman,25,600,2009-4-7,16:58:41,6
121584,yue420,25,72,2009-4-8,12:19:28,6
121584,wbshh,25,200,2009-4-8,21:02:39,6
121584,senre,8,200,2009-4-9,6:49:53,6
121584,slon2000,20,182,2009-4-9,9:03:47,6
121584,phoenixzz,25,30,2009-4-9,9:22:04,6
121584,chenagain,15,353,2009-4-9,11:54:04,6
121584,litianbao,5,50,2009-4-9,12:15:25,6
121584,pfzl518,24.5,50,2009-4-9,17:40:50,6
121584,pfzl518,24.5,200,2009-4-9,17:43:32,6
121584,wduy6698,24.5,63,2009-4-9,17:46:26,6
121653,flyboy,20,900,2009-4-3,17:29:50,18
121653,flyboy,20,900,2009-4-3,17:31:15,18
121662,sunsjk,8,50,2009-4-3,22:59:17,3
121662,guchenjie,8,50,2009-4-4,12:02:47,3
121662,liyu2000,8,50,2009-4-4,12:56:56,3
121662,dcb321,8,79,2009-4-4,14:09:30,3
121662,senre,8,50,2009-4-4,14:58:51,3
121662,chenagain,5,50,2009-4-4,15:16:44,3
121662,jackgu,8,50,2009-4-4,15:33:26,3
121662,multitrust,8,200,2009-4-4,17:39:28,3
121662,wahayi,8,68,2009-4-4,21:04:42,3
121662,sure96hotmail,1,50,2009-4-4,23:12:14,3
121662,ricadl1,5,50,2009-4-5,1:51:09,3
121662,tttnnnfff,5,50,2009-4-5,8:31:51,3
121662,tthero,7.5,51,2009-4-5,10:32:05,3
121662,litianbao,2,50,2009-4-6,1:55:50,3
121662,rainboy,1,50,2009-4-6,12:28:57,3
121662,rainboy,1,50,2009-4-6,12:30:20,3
121662,simonpan,3,50,2009-4-6,17:55:59,3
121662,jacobfan,6,50,2009-4-6,18:41:29,3
121662,fundkl,6,103,2009-4-7,0:44:42,3
121662,billchan,7.9,50,2009-4-7,9:06:03,3
121662,drizzle,3,50,2009-4-7,11:16:36,3
121662,pfzl518,7,50,2009-4-7,11:50:30,3
121662,sk116,1,50,2009-4-7,16:23:20,3
121662,ly20050,7.5,50,2009-4-7,17:51:57,3
121662,blueray,7.5,50,2009-4-7,18:50:38,3
121662,ttlonger,6,200,2009-4-7,21:15:54,3
121662,ly20050,7.5,50,2009-4-7,22:22:11,3
121662,bigtaurus,7.5,200,2009-4-8,11:05:39,3
121662,fxjjtz,5.5,50,2009-4-8,11:35:06,3
121662,Alipay367479,6,800,2009-4-8,14:31:06,3
121662,sc8124,6,198,2009-4-8,15:24:23,3
121697,YuanQi,8,490,2009-4-4,18:13:13,12
121697,litianbao,8,50,2009-4-6,2:01:42,12
121697,lorrenceluo,11,300,2009-4-6,19:00:09,12
121697,sk116,1,200,2009-4-7,16:12:03,12
121697,sk116,1,200,2009-4-7,16:12:07,12
121697,sure96hotmail,12,200,2009-4-7,16:58:51,12
121697,sk116,1.5,400,2009-4-7,18:17:55,12
121697,rainboy,1,50,2009-4-7,20:53:40,12
121697,ttlonger,8,98,2009-4-7,21:17:36,12
121697,garmont,10,50,2009-4-7,22:59:12,12
121697,YuanQi,8,490,2009-4-7,23:47:48,12
121697,wywoc,8,150,2009-4-8,9:25:36,12
121697,drizzle,3,63,2009-4-8,10:10:09,12
121697,liyu2000,3,458,2009-4-8,11:25:56,12
121697,liyu2000,10,237,2009-4-8,17:55:53,12
121697,litianbao,0.5,50,2009-4-8,18:07:49,12
121697,dja,10,329,2009-4-8,19:46:20,12
121697,tonglin,10,400,2009-4-9,15:09:44,12
121697,zhzhmm,0.5,50,2009-4-9,22:49:05,12
121697,cjwangwen,11.5,200,2009-4-10,12:08:04,12
121697,cjwangwen,5,50,2009-4-10,13:55:56,12
121697,cjwangwen,8,200,2009-4-10,13:56:38,12
121697,cjwangwen,10,50,2009-4-10,14:01:14,12
121697,wenweiping8,11.5,50,2009-4-10,19:42:26,12
121697,tonglin,10,200,2009-4-10,20:50:51,12
121697,viennalee,10.5,200,2009-4-10,23:35:06,12
121697,blueangel,11.5,290,2009-4-11,10:43:54,12
121697,sieggeng,10,100,2009-4-11,21:39:00,12
121697,wduy6698,10.5,50,2009-4-12,16:33:41,12
121697,lovefine26,9.5,52,2009-4-12,18:04:40,12
121697,viennalee,10,50,2009-4-12,19:26:24,12
121697,chenagain,3,50,2009-4-12,20:31:39,12
121697,zhangjun6906,11.5,400,2009-4-12,22:11:44,12
121697,the_cid,10,500,2009-4-13,0:02:08,12
121697,the_cid,10,500,2009-4-13,0:04:57,12
121697,litianbao,6.5,200,2009-4-13,0:52:44,12
121697,jacobfan,9,50,2009-4-13,1:31:25,12
121697,bigtaurus,11,200,2009-4-13,6:54:54,12
121697,Alipay755262,10,158,2009-4-13,8:09:07,12
121697,flyboy,10,200,2009-4-13,9:05:08,12
121697,flyboy,10,800,2009-4-13,9:05:58,12
121697,chie,11,200,2009-4-13,9:11:19,12
121697,viennalee,10.5,150,2009-4-13,10:51:38,12
121697,pfzl518,11.5,200,2009-4-13,10:57:22,12
121697,lzr168,11,150,2009-4-13,11:13:02,12
121697,viennalee,11,50,2009-4-13,11:16:46,12
121697,litianbao,8.5,200,2009-4-13,11:32:47,12
121697,litianbao,9.5,300,2009-4-13,11:33:32,12
121697,litianbao,10.5,300,2009-4-13,11:34:04,12
121697,viennalee,11,50,2009-4-13,12:08:46,12
121697,christy3291,10,297,2009-4-13,12:15:18,12
121741,chenagain,24,595,2009-4-5,11:03:29,12
121741,multitrust,24,595,2009-4-5,19:49:34,12
121741,bigtaurus,24,595,2009-4-5,21:01:10,12
121741,lorrenceluo,24,595,2009-4-5,21:22:41,12
121741,vicoocus,24,595,2009-4-5,23:18:18,12
121741,sk116,24,595,2009-4-5,15:46:24,12
121779,wywoc,0.1,100,2009-4-9,12:36:35,1
121779,tttnnnfff,10,115,2009-4-9,12:56:55,1
121779,color,10,295,2009-4-9,17:51:02,1
121779,sanyuan2008,1,50,2009-4-9,19:02:49,1
121779,ttlonger,11.1,100,2009-4-10,18:56:52,1
121779,yangjieecho,12,90,2009-4-10,22:15:45,1
121779,lorrenceluo,11,50,2009-4-11,8:57:25,1
121779,senre,8,200,2009-4-11,17:14:33,1
121779,zhzhmm,1,50,2009-4-11,21:47:29,1
121779,senre,8,200,2009-4-12,5:35:51,1
121779,litianbao,5.9,50,2009-4-12,11:53:26,1
121779,Alipay367479,12,700,2009-4-12,15:49:53,1
121779,Alipay367479,14,800,2009-4-12,15:50:56,1
121779,Alice80,14,200,2009-4-12,15:53:32,1
121791,senre,15,300,2009-4-5,21:08:30,11
121791,chenagain,15,268,2009-4-6,1:58:22,11
121791,litianbao,5,50,2009-4-6,2:05:01,11
121791,kjhdm,20,600,2009-4-6,8:17:34,11
121791,lcg314,20,400,2009-4-6,9:56:56,11
121791,tttnnnfff,15,307,2009-4-6,11:59:10,11
121791,sunsjk,20,200,2009-4-6,16:14:13,11
121791,kjhdm,20,200,2009-4-6,18:20:01,11
121791,Alipay000306259,15,343,2009-4-6,21:26:27,11
121791,guchenjie,15,50,2009-4-6,21:38:35,11
121791,garmont,20,50,2009-4-7,8:53:23,11
121791,tonglin,15,200,2009-4-7,10:34:00,11
121791,wgp888619,21,793,2009-4-7,18:00:49,11
121791,liyu2000,20,100,2009-4-7,20:06:44,11
121791,wen083,15,200,2009-4-7,22:38:42,11
121791,YuanQi,8,50,2009-4-7,23:10:04,11
121791,billowhan,15,200,2009-4-7,23:24:00,11
121791,xmcgj,15,338,2009-4-8,0:45:06,11
121791,senre,15,200,2009-4-8,6:44:23,11
121791,gk90965,20,156,2009-4-8,11:43:19,11
121791,pityland,20,400,2009-4-8,13:30:09,11
121791,mdnywb,20,811,2009-4-8,15:25:10,11
121791,chengdy,20,165,2009-4-8,16:05:00,11
121791,lovingprince,18,150,2009-4-8,17:37:29,11
